0.000000000000000000e+00,3.304800000000000182e+02,2.997000000000000455e+02,3.342600000000000477e+02,2.991600000000000250e+02,2.791800000000000068e+02,2.862000000000000455e+02,2.821500000000000341e+02,3.005100000000000477e+02,1.720988655330919981e+09,0.000000000000000000e+00
1.000000000000000000e+00,3.302100000000000364e+02,3.007800000000000296e+02,3.348000000000000114e+02,2.991600000000000250e+02,2.786400000000000432e+02,2.862000000000000455e+02,2.821500000000000341e+02,2.999700000000000273e+02,1.720988655334912062e+09,0.000000000000000000e+00
2.000000000000000000e+00,3.302100000000000364e+02,3.002400000000000091e+02,3.339900000000000091e+02,2.997000000000000455e+02,2.791800000000000068e+02,2.859300000000000068e+02,2.821500000000000341e+02,2.994300000000000068e+02,1.720988655338916063e+09,0.000000000000000000e+00
3.000000000000000000e+00,3.288600000000000136e+02,2.999700000000000273e+02,3.345300000000000296e+02,2.997000000000000455e+02,2.786400000000000432e+02,2.859300000000000068e+02,2.818799999999999955e+02,2.997000000000000455e+02,1.720988655342919111e+09,0.000000000000000000e+00
4.000000000000000000e+00,3.285900000000000318e+02,3.007800000000000296e+02,3.342600000000000477e+02,2.997000000000000455e+02,2.789100000000000250e+02,2.862000000000000455e+02,2.824200000000000159e+02,2.999700000000000273e+02,1.720988655346923113e+09,0.000000000000000000e+00
5.000000000000000000e+00,3.291299999999999955e+02,2.997000000000000455e+02,3.339900000000000091e+02,2.991600000000000250e+02,2.789100000000000250e+02,2.867400000000000091e+02,2.818799999999999955e+02,2.997000000000000455e+02,1.720988655350927114e+09,0.000000000000000000e+00
6.000000000000000000e+00,3.296700000000000159e+02,2.997000000000000455e+02,3.342600000000000477e+02,2.994300000000000068e+02,2.789100000000000250e+02,2.867400000000000091e+02,2.818799999999999955e+02,2.999700000000000273e+02,1.720988655354931116e+09,0.000000000000000000e+00
7.000000000000000000e+00,3.294000000000000341e+02,2.997000000000000455e+02,3.342600000000000477e+02,2.997000000000000455e+02,2.783700000000000045e+02,2.867400000000000091e+02,2.816100000000000136e+02,2.999700000000000273e+02,1.720988655358935118e+09,0.000000000000000000e+00
8.000000000000000000e+00,3.291299999999999955e+02,3.002400000000000091e+02,3.339900000000000091e+02,2.997000000000000455e+02,2.781000000000000227e+02,2.862000000000000455e+02,2.813400000000000318e+02,2.994300000000000068e+02,1.720988655362937927e+09,0.000000000000000000e+00
9.000000000000000000e+00,3.296700000000000159e+02,2.999700000000000273e+02,3.345300000000000296e+02,2.997000000000000455e+02,2.791800000000000068e+02,2.862000000000000455e+02,2.818799999999999955e+02,2.999700000000000273e+02,1.720988655366942883e+09,0.000000000000000000e+00
1.000000000000000000e+01,3.294000000000000341e+02,3.002400000000000091e+02,3.337200000000000273e+02,2.997000000000000455e+02,2.791800000000000068e+02,2.862000000000000455e+02,2.816100000000000136e+02,3.005100000000000477e+02,1.720988655370946884e+09,0.000000000000000000e+00
1.100000000000000000e+01,3.291299999999999955e+02,3.005100000000000477e+02,3.345300000000000296e+02,2.994300000000000068e+02,2.786400000000000432e+02,2.859300000000000068e+02,2.818799999999999955e+02,3.002400000000000091e+02,1.720988655374950886e+09,0.000000000000000000e+00
1.200000000000000000e+01,3.299399999999999977e+02,2.997000000000000455e+02,3.348000000000000114e+02,2.994300000000000068e+02,2.789100000000000250e+02,2.862000000000000455e+02,2.818799999999999955e+02,3.002400000000000091e+02,1.720988655378954887e+09,0.000000000000000000e+00
1.300000000000000000e+01,3.291299999999999955e+02,2.997000000000000455e+02,3.342600000000000477e+02,2.997000000000000455e+02,2.791800000000000068e+02,2.859300000000000068e+02,2.818799999999999955e+02,3.002400000000000091e+02,1.720988655382957935e+09,0.000000000000000000e+00
1.400000000000000000e+01,3.294000000000000341e+02,3.002400000000000091e+02,3.339900000000000091e+02,2.997000000000000455e+02,2.794500000000000455e+02,2.862000000000000455e+02,2.824200000000000159e+02,2.991600000000000250e+02,1.720988655386962891e+09,0.000000000000000000e+00
1.500000000000000000e+01,3.299399999999999977e+02,3.007800000000000296e+02,3.345300000000000296e+02,2.997000000000000455e+02,2.789100000000000250e+02,2.859300000000000068e+02,2.826899999999999977e+02,2.991600000000000250e+02,1.720988655390966892e+09,0.000000000000000000e+00
1.600000000000000000e+01,3.294000000000000341e+02,3.007800000000000296e+02,3.348000000000000114e+02,3.002400000000000091e+02,2.791800000000000068e+02,2.856600000000000250e+02,2.826899999999999977e+02,2.997000000000000455e+02,1.720988655394970894e+09,0.000000000000000000e+00
1.700000000000000000e+01,3.291299999999999955e+02,3.010500000000000114e+02,3.348000000000000114e+02,2.994300000000000068e+02,2.791800000000000068e+02,2.862000000000000455e+02,2.824200000000000159e+02,2.997000000000000455e+02,1.720988655398974895e+09,0.000000000000000000e+00
1.800000000000000000e+01,3.288600000000000136e+02,3.005100000000000477e+02,3.345300000000000296e+02,2.997000000000000455e+02,2.794500000000000455e+02,2.862000000000000455e+02,2.824200000000000159e+02,3.007800000000000296e+02,1.720988655402978897e+09,0.000000000000000000e+00
1.900000000000000000e+01,3.291299999999999955e+02,3.005100000000000477e+02,3.339900000000000091e+02,3.007800000000000296e+02,2.791800000000000068e+02,2.859300000000000068e+02,2.826899999999999977e+02,3.002400000000000091e+02,1.720988655406982899e+09,0.000000000000000000e+00
2.000000000000000000e+01,3.294000000000000341e+02,2.999700000000000273e+02,3.339900000000000091e+02,3.007800000000000296e+02,2.789100000000000250e+02,2.867400000000000091e+02,2.824200000000000159e+02,2.997000000000000455e+02,1.720988655410986900e+09,0.000000000000000000e+00
2.100000000000000000e+01,3.291299999999999955e+02,3.002400000000000091e+02,3.345300000000000296e+02,3.002400000000000091e+02,2.791800000000000068e+02,2.864700000000000273e+02,2.821500000000000341e+02,2.999700000000000273e+02,1.720988655414990902e+09,0.000000000000000000e+00
2.200000000000000000e+01,3.291299999999999955e+02,3.002400000000000091e+02,3.348000000000000114e+02,2.991600000000000250e+02,2.786400000000000432e+02,2.859300000000000068e+02,2.818799999999999955e+02,2.999700000000000273e+02,1.720988655418994904e+09,0.000000000000000000e+00
2.300000000000000000e+01,3.291299999999999955e+02,3.002400000000000091e+02,3.345300000000000296e+02,2.994300000000000068e+02,2.786400000000000432e+02,2.862000000000000455e+02,2.821500000000000341e+02,2.997000000000000455e+02,1.720988655422998905e+09,0.000000000000000000e+00
2.400000000000000000e+01,3.291299999999999955e+02,3.005100000000000477e+02,3.348000000000000114e+02,2.994300000000000068e+02,2.786400000000000432e+02,2.867400000000000091e+02,2.826899999999999977e+02,3.002400000000000091e+02,1.720988655427001953e+09,0.000000000000000000e+00
2.500000000000000000e+01,3.294000000000000341e+02,2.997000000000000455e+02,3.348000000000000114e+02,2.991600000000000250e+02,2.786400000000000432e+02,2.859300000000000068e+02,2.818799999999999955e+02,2.997000000000000455e+02,1.720988655431005955e+09,0.000000000000000000e+00
